,0,1,2,3,4,5,6,7
0,0.122528955,0.14149912,0.09336569,0.13661358,0.12672661,0.1311577,0.08267882,0.16542958
1,0.07293602,0.1783641,0.15689169,0.040716406,0.09071837,0.22038901,0.16151984,0.078464575
2,0.07492561,0.22711965,0.07060563,0.11974846,0.11303844,0.15343161,0.13256887,0.10856178
3,0.09148467,0.09748756,0.12141241,0.117880054,0.09764828,0.24953368,0.12755582,0.09699746
4,0.084581144,0.07530498,0.168123,0.20583902,0.09585014,0.10464244,0.18151784,0.08414143
5,0.07748522,0.14559492,0.06359434,0.12258525,0.1743871,0.2234251,0.074062444,0.11886563
6,0.020953119,0.17513448,0.071722716,0.072103634,0.028809827,0.33047494,0.21778199,0.083019294
7,0.05892803,0.24054797,0.12249228,0.0912102,0.08078185,0.19657317,0.12869853,0.080768004
8,0.083842605,0.06747447,0.1665154,0.14800969,0.058123462,0.18348593,0.17957044,0.11297808
9,0.17296587,0.06939704,0.053560596,0.2622195,0.2447191,0.023147797,0.032818615,0.14117147
10,0.06847524,0.07899551,0.1196919,0.105573155,0.08170073,0.15642129,0.30660346,0.08253866
11,0.09450427,0.10776947,0.13798635,0.13039723,0.18147324,0.0948509,0.14331591,0.109702565
12,0.15430006,0.14351368,0.23418579,0.1132456,0.10143011,0.0472551,0.09601069,0.110058956
13,0.070017226,0.1910677,0.0900565,0.1600972,0.06856984,0.14626537,0.10951694,0.16440925
14,0.1419792,0.114834875,0.19960007,0.14726062,0.07864892,0.08130943,0.0899966,0.14637025
15,0.057701226,0.18834549,0.18841892,0.06842704,0.059183642,0.11310854,0.16747142,0.15734375
16,0.060233146,0.13317558,0.11167171,0.08861109,0.08272321,0.27192467,0.18280654,0.068854034
17,0.06710168,0.21913968,0.10577142,0.12764779,0.071340784,0.2592973,0.061376106,0.08832522
18,0.14491007,0.10197933,0.14170937,0.24411759,0.07897643,0.05379271,0.068194,0.1663205
19,0.08431436,0.06691896,0.1458848,0.25833458,0.07875123,0.093909554,0.106847,0.16503945
20,0.08929905,0.07024573,0.13395225,0.14956121,0.08078315,0.12242047,0.19795254,0.15578558
21,0.10233424,0.16859566,0.12440009,0.18544285,0.09091068,0.08533046,0.087414965,0.15557101
22,0.12500347,0.088288195,0.04023778,0.24045901,0.07398112,0.11554316,0.07025333,0.24623394
23,0.14419349,0.113465555,0.11907963,0.21418568,0.10200937,0.097809084,0.09762773,0.11162938
24,0.21965572,0.12712911,0.12788296,0.123537175,0.11132653,0.11168235,0.06426294,0.114523195
25,0.07065199,0.118734136,0.062474832,0.16162817,0.14977564,0.23916072,0.08826372,0.10931077
26,0.061208967,0.1885725,0.14511587,0.23384441,0.07235405,0.05487299,0.13339603,0.110635154
27,0.059516538,0.14365862,0.101062626,0.22961587,0.08709578,0.11377502,0.11749342,0.14778213
28,0.070173554,0.08811017,0.050545476,0.110096715,0.093003735,0.18134962,0.1621794,0.24454139
29,0.06076835,0.044940952,0.1680326,0.20416403,0.13584831,0.08875007,0.13252838,0.16496734
30,0.2040877,0.17026025,0.090653755,0.088870265,0.09085139,0.17682673,0.10400823,0.074441634
31,0.15198976,0.11287312,0.09220787,0.16313723,0.16665775,0.07225906,0.10102868,0.13984653
32,0.12956798,0.13839138,0.14160107,0.0915995,0.09904926,0.13475427,0.13166465,0.1333719
33,0.10752481,0.16388237,0.16979736,0.07255581,0.07950465,0.15101758,0.13793507,0.1177823
34,0.07110819,0.13254108,0.08481042,0.113326795,0.10859656,0.21109024,0.114809446,0.16371724
35,0.12613945,0.2185111,0.12235325,0.0447036,0.17416392,0.09675584,0.15965837,0.057714548
36,0.04316198,0.1048041,0.12881745,0.26711264,0.11168902,0.08641518,0.11551144,0.14248821
37,0.07889316,0.14904964,0.21474865,0.059316643,0.07801585,0.14906251,0.19889487,0.072018705
38,0.09141073,0.20613961,0.11963593,0.18979348,0.10429822,0.09847288,0.05261568,0.13763347
39,0.09603994,0.11404344,0.06649695,0.20589894,0.10364618,0.066577226,0.16069451,0.18660279
40,0.08073091,0.098233365,0.09626724,0.22720021,0.09564604,0.10980926,0.08823379,0.20387915
41,0.10179361,0.1157725,0.094016396,0.096314505,0.17082618,0.15681429,0.14787473,0.11658778
42,0.1980012,0.17952399,0.10529207,0.09396784,0.11353517,0.11577644,0.09797224,0.095931
43,0.10570594,0.14491442,0.1143657,0.22222726,0.09714761,0.11224992,0.055905987,0.14748317
44,0.103305176,0.20088844,0.116906315,0.11636459,0.110988386,0.053946044,0.17850034,0.11910078
45,0.07208215,0.2103649,0.17389324,0.07993495,0.0888584,0.144816,0.15197112,0.07807919
46,0.19328158,0.08884671,0.16024789,0.08961,0.21326882,0.07537242,0.07799652,0.101376005
47,0.088273816,0.098792,0.08991745,0.04372773,0.12267995,0.24781953,0.22903547,0.07975411
48,0.06721508,0.1402974,0.088435024,0.117437035,0.09420103,0.18598893,0.10771108,0.1987144
49,0.06988356,0.1461885,0.032851376,0.16082811,0.07190176,0.2809488,0.09293693,0.14446096
50,0.09903184,0.09390744,0.094816566,0.08180116,0.15663446,0.19308726,0.12494416,0.15577716
51,0.107785724,0.10562881,0.05982121,0.3153099,0.10249706,0.118185304,0.07836948,0.11240257
52,0.13477089,0.09523574,0.037656255,0.15304238,0.22396693,0.14131743,0.08344401,0.1305663
53,0.079500586,0.09920896,0.14410916,0.17582461,0.10561202,0.09297543,0.12983519,0.17293404
54,0.08183205,0.19913368,0.08113887,0.12938252,0.15634611,0.09970662,0.08670915,0.16575097
55,0.20649467,0.0859352,0.1711339,0.10004134,0.13217208,0.09091436,0.13799787,0.07531059
56,0.057822987,0.18035749,0.08920955,0.16737781,0.028374933,0.3106075,0.11457038,0.051679317
57,0.12479705,0.07591333,0.075236745,0.068027966,0.26675212,0.13296534,0.13109541,0.12521204
58,0.0995354,0.113089606,0.068850696,0.10117753,0.049253225,0.2517235,0.15914102,0.15722905
59,0.076447114,0.11431234,0.16142027,0.16995919,0.08651626,0.08721468,0.14556913,0.158561
60,0.1764166,0.26363415,0.11809746,0.099437624,0.11222422,0.07874044,0.0830567,0.068392806
