,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_5,dew_top_None
sensitivity,0.66928,0.66428,0.666,0.67582,0.54648,0.54312,0.5414800000000001,0.5497,0.66598,0.67092,0.62666,0.6578,0.65944,0.66108,0.6594599999999999
specificity,0.6925600000000001,0.6777599999999999,0.68518,0.66298,0.7537,0.76852,0.78332,0.74074,0.66666,0.7240599999999999,0.5926,0.68706,0.7240800000000001,0.7352,0.72224
ppv,0.71208,0.70028,0.7055,0.69538,0.71308,0.72532,0.73668,0.7068399999999999,0.69424,0.7343400000000001,0.6355999999999999,0.7059,0.73124,0.74054,0.7317600000000001
npv,0.6496799999999999,0.64286,0.6453200000000001,0.6447200000000001,0.59666,0.60132,0.60486,0.59472,0.6391,0.66124,0.58676,0.64032,0.65318,0.6575399999999999,0.6524199999999999
gmean_sens_spec,0.68022,0.6699999999999999,0.6749999999999999,0.66816,0.641,0.6438,0.6493800000000001,0.6359600000000001,0.66534,0.6962200000000001,0.6070800000000001,0.67082,0.69026,0.6962200000000001,0.68868
gmean_all_metrics,0.6801600000000001,0.6704000000000001,0.67486,0.6688,0.64656,0.6519,0.6582600000000001,0.64204,0.6656599999999999,0.69646,0.6087800000000001,0.67148,0.6906399999999999,0.69692,0.68972
roc_auc,0.75236,0.73586,0.7449399999999999,0.74034,0.71604,0.7252799999999999,0.72408,0.71502,0.74322,0.7651399999999999,0.6730600000000001,0.7360399999999999,0.7493999999999998,0.7502800000000001,0.75442
accuracy,0.68024,0.6707000000000001,0.67504,0.66984,0.64372,0.6489199999999999,0.655,0.63942,0.6663600000000001,0.6959200000000001,0.6107400000000001,0.6716,0.68984,0.6959199999999999,0.68896
