,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity)
0,0.10411221509666846,0.13108181946289454,0.1391730699993701,0.11164285263499354,0.09257823373868711,0.1107621148026229,0.11018699756566772,0.0924906904133564,0.10797200628573886
1,0.08799899292946829,0.11063019160036741,0.14723737254761407,0.12510438914924266,0.09555865580707697,0.10658590098121735,0.11583626602627992,0.09803257817244769,0.1130156527862855
2,0.07831340881956131,0.1450965523186302,0.11830182119030634,0.13252633291717117,0.09074250384391729,0.12411475622882588,0.10957323332698886,0.10091285383440321,0.10041853752019583
3,0.12096082116202923,0.12675749821628998,0.1377211487789377,0.0987222781881531,0.10387104228558566,0.10695950986108532,0.12574363062513078,0.09289755919752322,0.0863665116852649
4,0.1252080953978169,0.11761477476889917,0.10215764207471562,0.11727753827721306,0.11227326111333781,0.11036815959126255,0.10752369736959437,0.10715158678471964,0.10042524462244057
5,0.1367693735230677,0.10527284554502431,0.104099577247833,0.11323868359731358,0.11151980227599344,0.10781657454622526,0.10332291248907433,0.10389764201433373,0.1140625887611346
6,0.13039329133455424,0.10206305807439131,0.09067642215558092,0.1327520183986619,0.11439301232063016,0.1086750686962747,0.09847543667418054,0.11157083193743053,0.11100086040829572
7,0.11692567101131711,0.12221581942975464,0.13282465789106618,0.1028087659144385,0.10300006357647988,0.10466077462117612,0.12102837922460445,0.09835552500339319,0.0981803433277699
8,0.11044823245514328,0.12039641459847773,0.1197705045249977,0.10753784401946664,0.10669347225225964,0.11658034533433895,0.11232502375923228,0.10257119485235586,0.10367696820372813
9,0.10513934934805583,0.12092533261593717,0.13158484113433613,0.12584845951717102,0.0931222934470536,0.10257964944924612,0.11819885340049399,0.10487287529790044,0.09772834578980553
10,0.09096322832450361,0.11294822531125669,0.11426817206668338,0.106954026369931,0.107484197410704,0.12131939094108453,0.113307424653265,0.10873335925487086,0.12402197566770096
11,0.11939663748917233,0.12649707743050248,0.12192564823128973,0.11683446567050557,0.09790952160797115,0.11314894214639931,0.10517346702221186,0.10026981490318305,0.0988444254987645
12,0.12241111955230295,0.10011053842875979,0.10636382317452114,0.12607718026208328,0.10951596011798666,0.10331452110358474,0.1057911542358556,0.1160735346062169,0.11034216851868883
13,0.104881528239795,0.12588640322364844,0.12084658223355428,0.13475778229964264,0.09292097345505022,0.10385993876552825,0.10966929974652039,0.10451180909016367,0.10266568294609685
14,0.103705200118029,0.11422855190051467,0.12194568485636738,0.11211743334663626,0.10674457844690069,0.11215278983692317,0.11632199575836115,0.11164556483895616,0.10113820089731144
15,0.13945932222365787,0.10305478872019337,0.10335502074274967,0.13196578656390823,0.11294937308443834,0.09784692510675348,0.10103510861888018,0.10203912534503148,0.10829454959438735
16,0.10513934934805583,0.12092533261593717,0.13158484113433613,0.12584845951717102,0.0931222934470536,0.10257964944924612,0.11819885340049399,0.10487287529790044,0.09772834578980553
17,0.11408882124593385,0.1190668230298135,0.10504468699327502,0.11826028394302782,0.10412250135417823,0.10950180304805196,0.0990514195281937,0.10495174262190345,0.1259119182356227
18,0.10893200802082707,0.10652758545786202,0.10519024354611345,0.10678557361151149,0.11514571331112478,0.11521659731059165,0.1131223437120234,0.10886555316868812,0.12021438186125796
19,0.11124693537538875,0.12487110059583786,0.13412506095703286,0.1251539851831223,0.09555464054426939,0.10371776519386512,0.11837201312971822,0.09963842575879187,0.08732007326197357
20,0.0938338403378296,0.12530871223598733,0.13388909212689307,0.1257778560462448,0.09532307682281063,0.10852170228316801,0.11246733915177068,0.10184693996058605,0.10303144103470997
21,0.12137373550899916,0.13236697929646005,0.11501643945221145,0.13109664990182712,0.09709275824074771,0.10406555579112009,0.10804539904203797,0.10015543716349055,0.09078704560310563
22,0.1320680085024659,0.12504134559284863,0.12276714431555555,0.11725014628502185,0.10306970309325633,0.10519746704780324,0.10519986972064141,0.09468881157813681,0.0947175038642704
23,0.14026202620643768,0.10742942156367798,0.09200561909992425,0.11943630403530486,0.1132786057172515,0.1059965303456161,0.09654609497642269,0.10858990176643904,0.11645549628892571
24,0.11152877643332544,0.12505662081293487,0.1345123968655886,0.12501291643794574,0.09445936531817663,0.10578214386918101,0.11686388543829646,0.09929711769163273,0.08748677713291847
25,0.1089816747879351,0.1256657312600428,0.13670397036828402,0.12108386181188228,0.09409444765275968,0.10503886178951655,0.12304539903605745,0.0992480665004934,0.08613798679302856
26,0.09993263400888112,0.1320716966150293,0.1314977270286692,0.12063740126253351,0.09527515895552013,0.11280321070071476,0.10860021923903905,0.09356674720034949,0.10561520498926345
27,0.103705200118029,0.11422855190051467,0.12194568485636738,0.11211743334663626,0.10674457844690069,0.11215278983692317,0.11632199575836115,0.11164556483895616,0.10113820089731144
28,0.10647982389111613,0.1178796541742625,0.1347309224383059,0.11155702256379425,0.09917569725249703,0.10334129123388522,0.11401632614098091,0.10647661712270906,0.10634264518244893
29,0.12890267893045648,0.08349023771137518,0.10884603854625956,0.11806451107880654,0.12194661876836758,0.10274671915022074,0.11114981426625332,0.11795158410908958,0.10690179743917129
30,0.10723115406621417,0.1379210558249096,0.13452254319446713,0.11094110094727345,0.09390773845764629,0.11939773858479004,0.11348078528153167,0.08914357040040889,0.09345431324275885
31,0.10068812945061403,0.12573214910384647,0.12476824914004385,0.1177457282880569,0.10104005370677348,0.10690777003599518,0.1008255324796808,0.09915483150273194,0.12313755629225724
32,0.11131599412549158,0.10689256107504057,0.11816529004448537,0.10873651896812311,0.11365578124044885,0.11278860099661152,0.11977669187237498,0.10827517535915702,0.10039338631826691
33,0.10905862781675148,0.11642935557911603,0.12926112951864116,0.10184349617647753,0.10603185694719748,0.10875107813545241,0.1263585777947188,0.11294208947104496,0.08932378856059998
34,0.1044472798032208,0.1108051090879422,0.11624830491282058,0.12240531278211568,0.10659252055169763,0.10820448400247122,0.11628494715437952,0.1213682298231233,0.09364381188222914
35,0.12099004943085095,0.1198680048976091,0.10209040826517533,0.11350545967311972,0.11205193206696795,0.11138946470900202,0.10315813492160589,0.1096101120579967,0.10733643397767237
36,0.12099004943085095,0.1198680048976091,0.10209040826517533,0.11350545967311972,0.11205193206696795,0.11138946470900202,0.10315813492160589,0.1096101120579967,0.10733643397767237
37,0.1252431410152503,0.11896957630151261,0.11676414475393045,0.12370600777591206,0.10228389103074458,0.1026792074069408,0.09948214399945492,0.1045479829148156,0.10632390480143847
38,0.12307032855473943,0.1314887229269818,0.11908486349296447,0.10647402044911033,0.09817539504686484,0.10748816761468495,0.10577678585303049,0.10082403356371691,0.10761768249790696
39,0.11164804254128421,0.10409947870148671,0.1365205403761893,0.1117680505353044,0.09972725731920128,0.09997400352640852,0.11601834903329344,0.10439932478061294,0.11584495318621912
40,0.13108172025008305,0.0983167804595672,0.09901168926570228,0.12432423277406507,0.11496351006867964,0.10763751878861882,0.10643310074660774,0.11227138688842662,0.1059600607582494
41,0.11458211099870526,0.11694393834712923,0.11053779763578184,0.12967571268486225,0.10321575982693865,0.11597171724766472,0.10929694354318809,0.10262605052494515,0.09714996919078502
42,0.08546420370747704,0.1342318055424921,0.12471654239021825,0.12370689804254133,0.09416950888531789,0.11230454200906875,0.10292606450485627,0.0998955049508368,0.12258492996719139
43,0.10974031768746025,0.11570860069616207,0.08642127673234189,0.1266477777731227,0.11094489510143345,0.11734409193846948,0.09390187769601946,0.11090047851723499,0.12839068385775557
44,0.11353634094997911,0.12037521352585505,0.1274470451495174,0.12513852381481286,0.09953248387024731,0.09956642297275413,0.11541074428019195,0.09802364066602276,0.10096958477061946
45,0.1044874750830625,0.10284557190882712,0.13399195401814815,0.12458042849465817,0.10498290012821726,0.10107316626420962,0.11228010597487095,0.10506187703823382,0.11069652108977243
46,0.11584385069056695,0.11032862106981695,0.11228636392829293,0.13403435032447591,0.10262496233466116,0.10879018755082588,0.10546887739955094,0.10317056682645696,0.10745221987535232
47,0.12758027126909408,0.13094901479035922,0.13439373058680512,0.09544468572290014,0.09918102545739098,0.1084521821112468,0.11839854499321084,0.09552046933054008,0.09008007573845267
48,0.12912743103927568,0.08830069250337308,0.09234270422656497,0.11263813979231907,0.12967163541842444,0.11459732563802118,0.11685051189338626,0.1176476355086725,0.09882392397996265
49,0.09380532457206375,0.13251453876299438,0.14369218420605812,0.10454311426300643,0.09223627265984138,0.10877995144865558,0.11848558941836208,0.09802245592480341,0.10792056874421486
50,0.1418204755966589,0.10432234725511773,0.08842628712947397,0.12675031261620898,0.11416155745154515,0.1018976925969802,0.09316653408923962,0.11316478516080719,0.11629000810396821
51,0.104881528239795,0.12588640322364844,0.12084658223355428,0.13475778229964264,0.09292097345505022,0.10385993876552825,0.10966929974652039,0.10451180909016367,0.10266568294609685
52,0.12099004943085095,0.1198680048976091,0.10209040826517533,0.11350545967311972,0.11205193206696795,0.11138946470900202,0.10315813492160589,0.1096101120579967,0.10733643397767237
53,0.10798195027313852,0.11303771216030808,0.12378452274859253,0.09930542392105575,0.11183193855502312,0.10887062446277074,0.1298853810614708,0.1073182252598357,0.09798422155780459
54,0.12721143578597566,0.1266336097042568,0.10757193324003624,0.11578883444518763,0.10330656434289291,0.10673568969811952,0.10390375486585887,0.10182572143378862,0.10702245648388355
55,0.10485402489789165,0.12628026622006783,0.13799313041337338,0.10694123332326093,0.09525180776155473,0.10030303134991189,0.12105061011496177,0.10301294074721391,0.10431295517176414
56,0.0938338403378296,0.12530871223598733,0.13388909212689307,0.1257778560462448,0.09532307682281063,0.10852170228316801,0.11246733915177068,0.10184693996058605,0.10303144103470997
57,0.10647099315195598,0.1132995939971521,0.11935808016918112,0.12010271747220894,0.10560908260070619,0.10870770468227303,0.11639857515426379,0.10943219635021242,0.1006210564220463
58,0.12211701430383395,0.130587532508355,0.1125506366795584,0.12177779384113602,0.1027433506483334,0.10958373653369731,0.10405685786197033,0.10313451973449002,0.09344855788862552
59,0.11706620050829575,0.10752119069082933,0.12023063011891685,0.11300672990115751,0.1126264045169607,0.11029056373725686,0.11487280702746204,0.11229821796958206,0.09208725552953914
0,0.1065703730714766,0.12117743700364925,0.13837790237374076,0.110532786363135,0.0965560644962551,0.10911844152318566,0.10729614113708968,0.10065593047870211,0.10971492355276563
1,0.12516556265451273,0.09958085858561472,0.13245684101061242,0.12186382512187871,0.10162243260674628,0.0854413312487976,0.10752747231279247,0.0994938467163092,0.12684782974273565
