,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,<class 'new_models.DEWClassifier'>_top_1,<class 'new_models.DEWClassifier'>_top_3,<class 'new_models.DEWClassifier'>_top_5,<class 'new_models.DEWClassifier'>_top_None
3,0.893374964594841,0.6563370525836945,0.8279404640197754,0.8011539578437805,0.839976890187992,0.5345644505469833,0.6229908201327801,0.7718865204130816,0.23086291551589966,0.6865653373154254,0.9906402723863721,0.3125656247138977,0.6137039692893954,0.6962753813425784,0.5957785902175745
6,0.24910053610801697,0.9041205644607544,0.9511129856109619,0.9404194355010986,0.4691434767176654,0.537406729262653,0.4424782692888614,0.6543400339093224,0.9671267867088318,0.6794720908409073,0.9894835352897644,0.5311356494594649,0.5668441589913794,0.5665880031603809,0.6502107884421144
7,0.8740632236003876,0.013307154178619385,0.22466278076171875,0.8851938769221306,0.7429070353246588,0.3029840311440678,0.6834362164063081,0.5373470193139551,0.43978071212768555,0.5226313388643925,0.9906402723863721,0.86787149310112,0.8361927310480572,0.8162492943839854,0.6308345791176867
10,0.9590504020452499,0.8367425054311752,0.9903914369642735,0.7360678911209106,0.5366676049119556,0.7292981734806789,0.7999521769343002,0.7112458272121173,0.9790070243179798,0.8087136713798491,0.9906402723863721,0.9535276032984257,0.9122889785832569,0.926079763774591,0.843705036491238
11,0.888167254626751,0.9721890836954117,0.8693217188119888,0.9959018090739846,0.5585616822009709,0.8152267769263546,0.8644212558862954,0.8351473124667341,0.9698916226625443,0.8632031684834484,0.9906402723863721,0.985565185546875,0.9127648361855245,0.8852785653244917,0.8866065339330228
15,0.3918953239917755,0.2838546931743622,0.19489885866641998,0.049086954444646835,0.4192664668100809,0.28053660590956836,0.22746807469420718,0.37298422414095433,0.379586398601532,0.2888419556037275,0.00935972761362791,0.06936056166887283,0.1889034003072107,0.19630841517447772,0.20290828125340227
17,0.9831452369689941,0.6364299654960632,0.9610998034477234,0.9900639653205872,0.8838210750187793,0.6617079679268091,0.9020724303917796,0.8214210050273058,0.9561973810195923,0.8662176478464036,0.9894835352897644,0.9603562355041504,0.845933100927518,0.8267065275041517,0.8365257940239028
18,0.09823668003082275,0.2704792618751526,0.008826911449432373,0.12009894847869873,0.2897536953913905,0.5017133765317843,0.13049758929463362,0.4098271759482933,0.6197811961174011,0.2721349816797344,0.010516464710235596,0.17903727293014526,0.3115258411753774,0.38822092936905117,0.3242839309878133
20,0.4839010238647461,0.5309922695159912,0.349456787109375,0.5564519166946411,0.3273624222528771,0.5510508840877556,0.21362350452292078,0.6004776755657193,0.14198485016822815,0.41725570375358384,0.9894835352897644,0.8827139139175415,0.49325893644882735,0.49931699074396496,0.49030538234006704
22,0.00930782314389944,0.23926158249378204,0.04389896243810654,0.003442933317273855,0.11929586388572488,0.43425540341009206,0.23840883481891567,0.16855248185844596,0.00956147164106369,0.14066503966747826,0.00935972761362791,0.001542982179671526,0.004877280891430437,0.03318095437467975,0.06406463104384537
27,0.024084506556391716,0.1082843691110611,0.5778416991233826,0.04149942472577095,0.25043904474847556,0.24466126400350025,0.12593636271061315,0.2952440182713288,0.5493561625480652,0.24637187242206546,0.00935972761362791,0.011700307950377464,0.18505556594706438,0.16287371292455274,0.1824739704057663
30,0.16194573044776917,0.07396282255649567,0.05637708306312561,0.02225971594452858,0.1710185143838786,0.24913883027659267,0.13639592361265848,0.2111897529273845,0.01219772920012474,0.12160956693472867,0.00935972761362791,0.0064348154701292515,0.021417736005059643,0.07303389162589358,0.11520632450466624
36,0.0022435146383941174,0.004756332840770483,0.002261632587760687,0.06852780282497406,0.040593847267968296,0.06655934590744185,0.04257479768074087,0.2201888585680117,0.0037275494541972876,0.050159297974473264,0.00935972761362791,0.0023360182531177998,0.046819405209936465,0.06826526879036308,0.05603995861444655
37,0.017605287954211235,0.011296826414763927,0.004097097087651491,0.24009303748607635,0.1673651815222694,0.1588984759037053,0.06873412330389626,0.3523030860400439,0.07028800249099731,0.12118679091151281,0.00935972761362791,0.0096015315502882,0.09785376620900897,0.08162496654200613,0.13300476753789253
38,0.0673689916729927,0.01697969064116478,0.05008736625313759,0.01196378655731678,0.15509772742345893,0.12650306709613646,0.21347838186407292,0.2084475070476961,0.03050585277378559,0.09782581903664021,0.00935972761362791,0.0063370149582624435,0.014048718402286903,0.049473337187205764,0.09418405244869696
45,0.24432754516601562,0.7752184122800827,0.46178561449050903,0.09714347124099731,0.469115390975145,0.5520107482377827,0.4141597110044549,0.3757069552754362,0.45219194889068604,0.4268510886179011,0.010516464710235596,0.874446913599968,0.48106061973622394,0.5091874268122538,0.447657813026744
49,0.010682539083063602,0.010761055164039135,0.01794675923883915,0.011726594530045986,0.09379366432058721,0.30602218231563577,0.1601999332998028,0.23447897720540278,0.28727883100509644,0.1258767262402792,0.00935972761362791,0.0072913034819066525,0.04691759440187716,0.055578919410448846,0.10988937837385307
52,0.14448171854019165,0.26241618394851685,0.8255077749490738,0.408180832862854,0.6201865509459066,0.5160560657008377,0.736124928840286,0.4957027110361252,0.27106696367263794,0.4755248589440478,0.010516464710235596,0.9374107718467712,0.7267881292308616,0.598659911359714,0.6369487119627355
56,0.004183515440672636,0.003512647934257984,0.006005323491990566,0.003924929536879063,0.03473021851767271,0.061716378821391284,0.05622524912515702,0.07328925399802655,0.0019939912017434835,0.02728683422975459,0.00935972761362791,0.0033072035294026136,0.0036203498992270445,0.018265672741251897,0.03537833555674223
63,0.021821899339556694,0.13026821613311768,0.10652127116918564,0.013091178610920906,0.04672040083186202,0.06811804559380112,0.04514844014174253,0.13787551638345602,0.01792006380856037,0.06527611466802255,0.00935972761362791,0.0021819211542606354,0.02346908143293857,0.018758827837443395,0.038617735698484285
67,0.01164034754037857,0.0902644693851471,0.008211557753384113,0.012596034444868565,0.07885220074440272,0.19922027008948828,0.07026101456463216,0.14602836209934664,0.003879590192809701,0.06899487186827309,0.00935972761362791,0.0045175873674452305,0.011329328746101602,0.03571035721951228,0.050854794964761335
70,0.008641383610665798,0.060764580965042114,0.004744893405586481,0.025105636566877365,0.12241160778891787,0.21193777048518925,0.17028380247583141,0.20607703581961773,0.02355138771235943,0.09261312209223194,0.00935972761362791,0.0072049363516271114,0.07549139487220556,0.052250680096645095,0.07035291024510645
71,0.1294059157371521,0.1359497606754303,0.002870615106076002,0.0009874033275991678,0.15028898311512828,0.22071728372228988,0.14091760424473748,0.09433020712468419,0.005281273741275072,0.09786100519937473,0.00935972761362791,0.0021819211542606354,0.03674474535914252,0.04681331564535089,0.04866342869034285
74,0.1518370509147644,0.018637537956237793,0.06833523511886597,0.6331522464752197,0.14658424423090888,0.3076950728703193,0.12689118184915782,0.364357309106796,0.0507466197013855,0.20758183313596168,0.9906402723863721,0.7818679511547089,0.46018165931944766,0.4175783827613948,0.4370607305987584
79,0.8771417140960693,0.27426761388778687,0.19250786304473877,0.6765616536140442,0.6427308765787336,0.4022396777931945,0.38313256802002854,0.38038675179862624,0.16056661307811737,0.4432817035457044,0.9894835352897644,0.15862302482128143,0.4604796695918877,0.4419258584300211,0.42062949518950216
