,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
roc_auc,0.7118800000000001,0.69862,0.6988399999999999,0.66442,0.69886,0.6897,0.69578,0.6724600000000001,0.71796,0.6324599999999999,0.6904399999999999,0.6943400000000001,0.7054199999999999
accuracy,0.6472,0.63332,0.64282,0.60204,0.65676,0.63678,0.64808,0.6272,0.6559,0.58904,0.64024,0.63852,0.63506
weighted_f1_score,0.6467128684094222,0.6329714562561998,0.6428167495694429,0.6007720493495576,0.6539745798728765,0.6327936403705762,0.6451894353220518,0.6248562265114368,0.6556959272057326,0.5885290101171652,0.6385386275692371,0.6363992591838568,0.6340356724523182
