,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_5,dew_top_None
sensitivity,0.5086799999999999,0.5454399999999999,0.5281600000000001,0.46124,0.37839999999999996,0.4284,0.39418,0.26924000000000003,0.50634,0.47658000000000006,0.55184,0.46525999999999995,0.4554600000000001,0.44504,0.42957999999999996
specificity,0.76794,0.7694,0.79462,0.7927799999999999,0.8389,0.80732,0.8195600000000001,0.8911,0.7937799999999999,0.84256,0.73674,0.7862600000000001,0.82126,0.83844,0.85516
ppv,0.64098,0.65834,0.67668,0.64444,0.65624,0.64478,0.6413399999999999,0.66892,0.6667400000000001,0.71136,0.63056,0.64044,0.6757600000000001,0.6926399999999999,0.7081999999999999
npv,0.65752,0.67526,0.67418,0.6438200000000001,0.6242599999999999,0.6349199999999999,0.6247,0.5996400000000001,0.6639999999999999,0.6641400000000001,0.6688600000000001,0.64358,0.64946,0.6498200000000001,0.6480999999999999
gmean_sens_spec,0.625,0.64772,0.6477600000000001,0.6046199999999999,0.5618399999999999,0.58658,0.56694,0.48945999999999995,0.63368,0.63358,0.63744,0.6045200000000001,0.61128,0.6106,0.6058
gmean_all_metrics,0.63696,0.65716,0.66144,0.62404,0.59954,0.6125400000000001,0.59888,0.5567,0.6493,0.6599,0.64342,0.62294,0.6363000000000001,0.6399800000000001,0.64056
roc_auc,0.7046,0.73088,0.7357400000000001,0.69704,0.67624,0.68848,0.68186,0.6632199999999999,0.7215999999999999,0.74244,0.7134,0.69156,0.7164200000000001,0.72096,0.7267999999999999
accuracy,0.6516,0.6689,0.6750400000000001,0.64402,0.63224,0.63726,0.6286200000000001,0.61202,0.66476,0.6782999999999999,0.65374,0.6422,0.65708,0.66188,0.66414
