,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_5,dew_top_None
sensitivity,0.6675599999999999,0.67574,0.6528799999999999,0.6447799999999999,0.58728,0.5578399999999999,0.56928,0.6183599999999999,0.65294,0.6839,0.5924,0.6627,0.6888799999999999,0.6807,0.6855
specificity,0.6463,0.62038,0.63704,0.61296,0.72222,0.73334,0.73704,0.5852,0.61668,0.6592399999999999,0.57964,0.62962,0.63704,0.63518,0.63888
ppv,0.67966,0.6678799999999999,0.6698,0.65348,0.70726,0.70678,0.7125,0.63258,0.6610199999999999,0.6961,0.6126799999999999,0.6701599999999999,0.68258,0.6818,0.68388
npv,0.6374,0.63234,0.62172,0.6047,0.61224,0.5976799999999999,0.60658,0.5810199999999999,0.60998,0.6525000000000001,0.55942,0.62492,0.6476200000000001,0.6395199999999999,0.6502000000000001
gmean_sens_spec,0.65534,0.64582,0.6436,0.62806,0.6476599999999999,0.6357,0.6434599999999999,0.59288,0.63312,0.66874,0.58528,0.6441399999999999,0.6605000000000001,0.6542399999999999,0.65756
gmean_all_metrics,0.65662,0.6477200000000001,0.6443599999999999,0.62834,0.65256,0.64252,0.65018,0.59924,0.63402,0.6711199999999999,0.58536,0.6455399999999999,0.66254,0.6571,0.66182
roc_auc,0.7176799999999999,0.7182,0.71668,0.67976,0.7031400000000001,0.70978,0.71312,0.66958,0.68772,0.73684,0.63722,0.71138,0.72224,0.7197800000000001,0.72072
accuracy,0.65762,0.64982,0.6455,0.62988,0.65068,0.64026,0.6481,0.6029599999999998,0.63596,0.67246,0.5864199999999999,0.64726,0.6646,0.65942,0.66372
