,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
roc_auc,0.85946,0.86036,0.8688799999999999,0.8609,0.87292,0.86966,0.8779999999999999,0.86484,0.89198,0.8083600000000001,0.8672199999999999,0.88382,0.8917400000000001
accuracy,0.79848,0.7917,0.7917399999999999,0.80166,0.7681,0.78152,0.7781,0.80518,0.80848,0.73756,0.81182,0.8184799999999999,0.80848
f1_score,0.7791937952202277,0.7653192408754828,0.7682909986188676,0.7911534452152402,0.7543885283225439,0.7546631885003124,0.7733111207687479,0.7875026459702347,0.7937651731562738,0.7103643908548344,0.7963670776628884,0.805213638509449,0.7937651731562738
