,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,<class 'new_models.DEWClassifier'>_top_1,<class 'new_models.DEWClassifier'>_top_3,<class 'new_models.DEWClassifier'>_top_5,<class 'new_models.DEWClassifier'>_top_None
3,0.8919968381524086,0.9815461356192827,0.9555792361497879,0.7279624044895172,0.6343775953616626,0.591861938496842,0.6478359280138135,0.5160525244381147,0.5960051119327545,0.7270241902949093,0.9905438022688031,0.6630418002605438,0.6628840822198925,0.6190946060646284,0.6169818018834121
6,0.09563148766756058,0.6501578688621521,0.01809309609234333,0.13112661242485046,0.4238485630548785,0.5966586857291645,0.3595900825063595,0.5951039264978992,0.9443864226341248,0.42384408282992586,0.00945619773119688,0.9443864226341248,0.5366453757673898,0.37956297943157397,0.37581779286490113
7,0.062429845333099365,0.02096956968307495,0.2243449091911316,0.2398681640625,0.3908260960543256,0.5206758687059332,0.36649434173781703,0.34483817680439055,0.026293277740478516,0.24408224992363894,0.010401725769042969,0.026293277740478516,0.19063096038247684,0.24353516240497908,0.2434840547115178
10,0.049409329891204834,0.03233283758163452,0.049971818923950195,0.08620667457580566,0.45982528647292875,0.4143780234538973,0.3837772579102787,0.45912965145528095,0.007049441337585449,0.21578670240028516,0.010401725769042969,0.007049441337585449,0.1704432841313741,0.21820720813006056,0.2771773893641625
11,0.6257878839969635,0.8984410166740417,0.9192503392696381,0.7797120809555054,0.7818558974645241,0.6432587178107091,0.7829423086365351,0.6773168100122355,0.728372186422348,0.759659693471389,0.9905438022688031,0.728372186422348,0.7338563630778869,0.7681297900697414,0.748556040648243
15,0.03719169273972511,0.02101668156683445,0.014536495320498943,0.19640778005123138,0.09795595077270805,0.14714466903535373,0.09413388213969295,0.37096010758329645,0.12870360910892487,0.12311676314647399,0.00945619773119688,0.12870360910892487,0.1095898520807379,0.1098785087635014,0.1351815802549366
17,0.6537226438522339,0.057679060846567154,0.18745534121990204,0.12846337258815765,0.406964249695529,0.38031727810087795,0.5175931857480854,0.47329182524985647,0.0734938457608223,0.3198867558957813,0.00945619773119688,0.0734938457608223,0.1949403088884616,0.25993135689040014,0.23634892182019693
18,0.9186076298356056,0.7485126256942749,0.6196115911006927,0.8841664418578148,0.7533683850809643,0.5553493491144108,0.6862936142120788,0.6887052225048562,0.9068308174610138,0.7512717418735235,0.9905438022688031,0.9068308174610138,0.9030956117285679,0.8298891607494582,0.7896331597840607
20,0.8924012184143066,0.7231401801109314,0.4712507426738739,0.3926507532596588,0.5842851155354222,0.6087747969725634,0.6685918968445529,0.5603073736543902,0.7348998785018921,0.6262557728852879,0.00945619773119688,0.8668208122253418,0.83109767905621,0.7887891142980293,0.7326975495647766
22,0.03494565188884735,0.005363792181015015,0.01330930832773447,0.16161537170410156,0.09696020183547376,0.05127124246192715,0.05871342759423841,0.19890562257314365,0.11562096327543259,0.08185617576021266,0.00945619773119688,0.11562096327543259,0.09247397265328286,0.08101913966508856,0.0991906332670526
27,0.07029269635677338,0.2261826992034912,0.19484686851501465,0.13886156678199768,0.3262416669960204,0.33426433070960093,0.3430449557290223,0.40269853256064386,0.13740988075733185,0.24153813306776625,0.00945619773119688,0.13886156678199768,0.13886156678199768,0.17834808602946958,0.23587703161299134
30,0.13578490912914276,0.14657574892044067,0.05602344498038292,0.006883382797241211,0.1944888624118372,0.15404547168761837,0.1762210907000113,0.1633843835346671,0.026689641177654266,0.11778854837099953,0.00945619773119688,0.026689641177654266,0.015229185832388307,0.012409280849984957,0.06897162961845764
36,0.0070823910646140575,0.011113844811916351,0.0013210802571848035,0.02738126367330551,0.2168485001769788,0.39234808865448334,0.0863906309494056,0.31570083769148694,0.022731248289346695,0.12010198728541356,0.00945619773119688,0.022731248289346695,0.053524960671340764,0.04576217267166994,0.11179243411039239
37,0.2631884217262268,0.18349307775497437,0.037860315293073654,0.01774674467742443,0.17946270413963655,0.18375033283623193,0.124243173337733,0.16452588047583547,0.08275360614061356,0.13744713959797222,0.00945619773119688,0.01774674467742443,0.0547837589298073,0.07836177712796696,0.1106553921089875
38,0.012119586579501629,0.008170340210199356,0.008577980101108551,0.0014426852576434612,0.09911599159714898,0.09146685906287745,0.0956799361801569,0.09688457978860242,0.017741559073328972,0.04791105753895197,0.00945619773119688,0.0019057210301980376,0.0014312027659788159,0.004548199589241762,0.03657216627366118
45,0.28434062004089355,0.01379317045211792,0.04289740324020386,0.5238577127456665,0.3292284579224056,0.43586806931394617,0.37309739159846744,0.5104411298916525,0.07288724184036255,0.2873790218939684,0.9905438022688031,0.07288724184036255,0.31714978908866,0.3824206916664057,0.4012352852244051
49,0.02008903957903385,0.0011379318311810493,0.0012610428966581821,0.017578711733222008,0.09399999910703594,0.06970433352540949,0.07603963010541642,0.14282748972386092,0.001342478208243847,0.04710896185667352,0.00945619773119688,0.001342478208243847,0.07193613506391201,0.07608589008546365,0.04922550693939952
52,0.8048871755599976,0.9673394039273262,0.8847452998161316,0.9869335694238544,0.7284561330613252,0.6867366358227005,0.6822141793889132,0.7120892363404829,0.8990680575370789,0.8169410767642011,0.9905438022688031,0.9869335694238544,0.9864066211130001,0.9377039511024247,0.8670672540771511
56,0.0034424851182848215,0.0009413415100425482,0.0012459376594051719,0.0014931585174053907,0.04229195650591719,0.05823314263868297,0.038412492418303204,0.07764182357997389,0.0007076693582348526,0.024934445256250007,0.00945619773119688,0.0014931585174053907,0.027412701010368926,0.046519891382380926,0.038842083279832476
63,0.5749159455299377,0.2122480422258377,0.8451045155525208,0.31685730814933777,0.5329605806111978,0.5845487817872173,0.5101041279084546,0.4869935631852146,0.010480690747499466,0.4526903950774687,0.00945619773119688,0.5046843506586108,0.4752923101686819,0.42050426056160617,0.36007551225279566
67,0.019216056913137436,0.0062646521255373955,0.002572941593825817,0.0025811754167079926,0.0970232309699532,0.08768374353869678,0.04977371107952187,0.0594914286644146,0.017757205292582512,0.038040460621597515,0.00945619773119688,0.0028723040595650673,0.009960264266088913,0.010009832700260849,0.033163579616441154
70,0.003417758271098137,0.0018083086470142007,0.0029084838461130857,0.001520810299552977,0.061467768156362144,0.02833919946485357,0.03129349349009375,0.04036640461439053,0.0005642526666633785,0.019076275495126863,0.00945619773119688,0.001520810299552977,0.001002050998160036,0.007940199110432332,0.01615964173948758
71,0.00955467764288187,0.0034657232463359833,0.003541799960657954,0.002768582897260785,0.06241751599306651,0.04981946663918358,0.047697554578365366,0.0705625719407512,0.0019215085776522756,0.027972155719572837,0.00945619773119688,0.0023883837275207043,0.0022448166900184805,0.012230819580394497,0.0256695335039378
74,0.01055753231048584,0.011758387088775635,0.04019582271575928,0.03514283895492554,0.0803780643769817,0.13209169130178555,0.13805249889098858,0.22844382032773514,0.9294944033026695,0.17845722880778964,0.010401725769042969,0.9294944033026695,0.4340162149473795,0.2988772758231695,0.22982879606608975
79,0.7259760499000549,0.5961044430732727,0.9291391372680664,0.6869466304779053,0.6163825786504874,0.7419871936433557,0.7324816234703397,0.6380347006304524,0.6189019083976746,0.6984393628346233,0.989598274230957,0.9747506976127625,0.8904635633647509,0.7983246915140414,0.7495170726823935
80,0.019182682037353516,0.1965082883834839,0.12030720710754395,0.09216362237930298,0.24215215317605232,0.285727623171918,0.28128157140521903,0.4440772209702062,0.015875637531280518,0.18858622290692895,0.010401725769042969,0.09216362237930298,0.04583847363554838,0.06020232794728608,0.15451281585127086
88,0.00398632325232029,0.007651755586266518,0.006370005197823048,0.03172490745782852,0.1806087030664033,0.25179187795523367,0.19460974820933502,0.3125334271953884,0.05336333066225052,0.1158488976203166,0.00945619773119688,0.012541035190224648,0.017802459501047096,0.022967110163723378,0.11888957800550753
92,0.4577968418598175,0.9162335395812988,0.2870367765426636,0.9091929793357849,0.5024976424989273,0.4750657360978236,0.44597043630745653,0.5545511702162657,0.14248862862586975,0.5212037501184342,0.989598274230957,0.6240713000297546,0.556216646575282,0.5449642240886796,0.5275641994274755
102,0.028951935470104218,0.007230747025460005,0.006892959587275982,0.1092153936624527,0.10291621913223381,0.09062268519232865,0.14019876686736837,0.4699405018640295,0.20550215244293213,0.12905237347157617,0.00945619773119688,0.007825249806046486,0.02677366078877924,0.06756787364543497,0.1316981960059905
107,0.891071081161499,0.6178173422813416,0.9055878520011902,0.9056823253631592,0.5207328540391901,0.442503929986861,0.5800021591116125,0.5650960428631175,0.7968137860298157,0.6917008192041985,0.989598274230957,0.7968137860298157,0.6484744851466706,0.6777580146487895,0.7317135162463461
