,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,<class 'new_models.DEWClassifier'>_top_1,<class 'new_models.DEWClassifier'>_top_3,<class 'new_models.DEWClassifier'>_top_5,<class 'new_models.DEWClassifier'>_top_None
3,0.040133893489837646,0.7873763144016266,0.28778547048568726,0.033236026763916016,0.3216189602432873,0.5282203227435804,0.3803718531559417,0.22095137115327257,0.05791580677032471,0.2952900021341638,0.008948147296905518,0.14384585618972778,0.2078919676648906,0.34078098938252754,0.3620844573604842
6,0.8590485453605652,0.4290291666984558,0.042006466537714005,0.02590952441096306,0.42026087149808744,0.36019296118622207,0.2539821303631171,0.223158493108215,0.2897201478481293,0.3225898118901632,0.006543314550071955,0.06989286094903946,0.19720073564641039,0.2245604804297521,0.2131466942564506
7,0.3433229327201843,0.15549254417419434,0.4523864984512329,0.07903397083282471,0.5750665395111915,0.3953891695331556,0.138139814888812,0.1314682435963489,0.1941811442375183,0.27383120643838477,0.00608980655670166,0.1941811442375183,0.13665397070501084,0.13503662795755622,0.13368582605558932
10,0.6149309277534485,0.09712016582489014,0.07426273822784424,0.5618156492710114,0.5755746732109092,0.5470900021625479,0.49937411569046464,0.6405553440135672,0.9470156207680702,0.5064154707691948,0.4732075333595276,0.9470156207680702,0.7275809928908306,0.6020674055236254,0.5424974411499514
11,0.7455422282218933,0.6519466936588287,0.2547827363014221,0.4206086993217468,0.48168385147565185,0.5097489877181636,0.45665699405414706,0.43788063501935537,0.23712021112442017,0.46621900409951433,0.4732075333595276,0.23712021112442017,0.36167121300338767,0.3652004946285736,0.36120656210228275
15,0.671800434589386,0.9366843700408936,0.044616829603910446,0.929643988609314,0.476928135877137,0.7609486606088975,0.4490915711255894,0.7563496544071292,0.8298164010047913,0.6506533384296721,0.9939101934432983,0.9010176658630371,0.7630901736890838,0.7517465297966598,0.7846525932722106
17,0.038756363093853,0.02394825965166092,0.059233322739601135,0.8849574327468872,0.24356539447268993,0.17381870266163463,0.1735175990994032,0.6053803015892334,0.4657520055770874,0.29654770907022787,0.9839897155761719,0.4657520055770874,0.25588207364073595,0.21574999469337058,0.3027840018044814
18,0.9931629803031683,0.9588286392390728,0.9641129709780216,0.9627688601613045,0.5923169541616833,0.7509635845977677,0.689019763591179,0.8160797077347678,0.9621216878294945,0.8543750165107178,0.994382896926254,0.7003534463254719,0.7245332843625557,0.7484041138712225,0.8040169392697163
20,0.19155770540237427,0.6526602506637573,0.059691499918699265,0.6002777814865112,0.5138963678694095,0.42496309932297727,0.4558812487895543,0.4389163106535016,0.1421777456998825,0.38666911220074085,0.5267924666404724,0.1421777456998825,0.6103766981099008,0.5377783280617743,0.5308609763961476
22,0.24338820576667786,0.1461368203163147,0.07906219363212585,0.01959666609764099,0.2702750030844928,0.3824822753926553,0.10733629753981458,0.25284340844258607,0.11202548444271088,0.17923848385722435,0.006543314550071955,0.01959666609764099,0.1210288676141594,0.14661019488796148,0.1936441004490333
