,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,dew_top_1,dew_top_3,dew_top_None
88,1.3270970582962036,0.8240096569061279,1.2186779975891113,1.1312773823738098,0.7856779802209639,0.8038892680590284,0.9514909332035937,1.1527560428934933,1.005298718706174,0.8045500814914703,1.1527560428934933,1.1335249658725761,0.9688112814258198
89,1.057950735092163,0.6103954911231995,1.0390027165412903,0.417963445186615,0.5781943412467119,0.5916134877684168,0.570617599567902,0.6065764271716311,0.6618349138301098,1.0053577423095703,0.4179634529323827,0.42653617559257906,0.4491479009607514
90,0.7654308676719666,0.3501717448234558,0.15405724942684174,0.03714599087834358,0.8791564929826823,0.7786941763268632,0.8345226983858598,0.6288976962051667,0.504210528569019,2.7203975915908813,1.3027014593748854,0.9278812714728297,0.8990360669881685
91,1.5018389821052551,1.919430136680603,1.637380599975586,1.2073373794555664,0.6861177605817571,0.5993245019157968,0.5899923291196572,0.6224146383366768,0.9786383048399221,0.4353405684232712,0.6224146383366768,0.582224573735812,0.8149271997658449
92,0.45203739404678345,0.39110544323921204,1.16053706407547,0.35792355239391327,0.5312956713576819,0.5782271212150442,0.5717334928156547,0.6140029108817661,0.5578420086796301,0.6362811923027039,0.6140029108817661,0.592832453955701,0.4600581254340339
93,0.7748644649982452,2.0003827810287476,0.6344168782234192,0.9063102900981903,0.740690920513224,0.8561741776946333,0.7970419709844332,0.7108708330120899,0.8634162843245639,1.8210892081260681,0.7108708330120899,0.7113268656810651,0.7901140083031442
94,1.097828447818756,0.9352425634860992,1.5355375409126282,0.11521552875638008,0.9590072652295034,0.902275851164624,0.893730719202232,0.8308330837004942,0.8363449509171497,0.724949836730957,1.8934997621184242,0.7911954357703412,0.7950412876207462
95,0.04827887937426567,1.0101982951164246,0.34822987020015717,0.5901457071304321,0.2386286381715871,0.6000606171906201,0.35094742158140535,0.4711570844575136,0.4227415075385924,0.7843123078346252,0.40127683014020565,0.4013744634129817,0.39891707558748124
96,0.9373098313808441,0.12643557786941528,0.7048972249031067,0.5194365382194519,0.9508291031321081,0.8901343485094341,0.7260729252909448,0.840566071059087,0.6747625805584618,0.08611122146248817,0.9662629435448364,0.9662732238492437,0.9662742265996708
97,0.7255178689956665,2.117946147918701,2.0064241886138916,1.232767403125763,0.8293784811352408,1.1022937605114314,0.7932776586024604,1.0025149478592914,1.1170119320237353,0.8734438419342041,1.0025149478592914,0.9575048774677498,0.8573149889098559
98,0.6954926252365112,0.9883740842342377,0.2754932940006256,0.5575760006904602,0.8483807024773109,0.7340679938884813,0.6558639714157091,0.7873866301205075,0.6721470047679502,1.4268142580986023,0.7873866301205075,0.7964176591772034,0.7438291841603775
99,0.10154597461223602,0.564263641834259,0.5167584121227264,0.7785525619983673,0.44125965370953546,0.5590623608632224,0.544357643368969,0.5311460433448647,0.4879934690423127,0.43373216688632965,0.6055517319288117,0.5989020506299121,0.6245714805417544
100,1.6029842495918274,1.2574765086174011,0.7420062124729156,0.5393438935279846,0.8363128262130465,0.6898301003849623,0.8546994246973684,1.012762240840197,0.895096328854871,0.7122595608234406,1.012762240840197,0.9115884494766919,0.838726316914835
101,0.02212870679795742,0.08280977606773376,0.13628900051116943,0.04868568107485771,0.3981734107957789,0.3388533545207607,0.3254570324677553,0.2620459267210844,0.1924450963636638,0.033190492540597916,0.2620459267210844,0.26571232646414866,0.15104637443224525
102,0.262814462184906,0.7932590246200562,1.5602182745933533,1.7238255739212036,0.5655563075485337,0.5289812761650932,0.5141243947859653,0.6178225515449144,0.7174103358694739,2.641819715499878,0.6178225515449144,0.5940711359958177,1.1296594988319977
103,0.46953606605529785,1.2689620852470398,1.088708221912384,2.8481569290161133,0.48572556950320656,0.633965051708989,0.5882636894719668,0.5607439019873094,0.8060842530197452,1.1404764652252197,0.5607439019873094,0.5483230705545152,0.8945728187925992
104,0.40521328151226044,0.3583904355764389,0.39806121587753296,0.054737161844968796,0.48077642704433937,0.6066560332284857,0.5056181587646744,0.6051283828299987,0.412376338769682,0.4367862045764923,0.6051283828299987,0.58269006010191,0.2910313683159588
105,4.258025884628296,0.4093297868967056,0.6934735178947449,0.32986439764499664,1.0257848251750534,0.8117536959068357,0.8995654360468965,0.8386767422423087,0.8156748679093624,0.6792744994163513,0.3393352470521331,0.3454886436828572,0.3532977780458436
106,0.1169193647801876,0.0514928437769413,0.05006272532045841,0.3550998717546463,0.44313523094925666,0.6015046900631494,0.4668180691596375,0.5003682357012098,0.3019417785917635,0.36128610372543335,0.5003682357012098,0.5791554488709489,0.4201586705843746
107,0.46205514669418335,0.419230654835701,0.31391772627830505,0.016037529334425926,0.4554772489230382,0.4902653424871404,0.5037396247223266,0.48544953501953836,0.38043609814487556,0.17498230934143066,0.48544953501953836,0.5018969495663895,0.2584507609890583
108,0.10468021780252457,0.06123790144920349,0.06233954429626465,0.07065175101161003,0.7880442035626085,0.5484927119009098,0.5259054954916321,0.5521598974175767,0.30248434915356914,1.7860204577445984,0.07065174379288583,0.10796058088622298,0.14389246627537297
109,1.1304612159729004,1.0160884857177734,0.37664780020713806,1.7557088136672974,0.8589564731310979,0.9418518600392096,1.0948066717356786,1.3571876266124145,0.997862890811592,1.480808138847351,1.3571876266124145,1.409551614951666,1.454678303751023
110,1.0259108543395996,0.36670516431331635,2.01867413520813,1.0859519243240356,0.45374803472693964,0.5087703092245868,0.8208125377736829,0.6126104962450234,0.7602540895919511,0.3201937973499298,0.6126104962450234,0.5610005569359198,0.7682910800403522
