,Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(XGBClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(XGBClassifier)_Imputer(KNNImputer),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.linear_model._bayes.BayesianRidge'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'xgboost.sklearn.XGBRegressor'>)),Estim(RandomForestClassifier)_Imputer(IterativeImputer(<class 'sklearn.ensemble._forest.RandomForestRegressor'>)),Estim(RandomForestClassifier)_Imputer(KNNImputer),Estim(<class 'new_base.ClassifierWithImputation'>)_Imputer(Identity),Uniform Model Averaging,<class 'sklearn.ensemble._stacking.StackingClassifier'>,<class 'new_models.DEWClassifier'>_top_1,<class 'new_models.DEWClassifier'>_top_3,<class 'new_models.DEWClassifier'>_top_5,<class 'new_models.DEWClassifier'>_top_None
3,0.07423365116119385,0.16783052682876587,0.19510561227798462,0.22851568460464478,0.5894893054887935,0.6254236041820634,0.5028633141145477,0.6915464784805783,0.2023487091064453,0.3641507651383352,0.011124253273010254,0.632187504121604,0.6618549701702086,0.5890576670197083,0.4399484885077013
6,0.44949543476104736,0.33494022488594055,0.7213151454925537,0.004341435618698597,0.47628237060509754,0.36493058823259766,0.44577728383587195,0.36595061964682496,0.034833796322345734,0.35531854437788646,0.008899523876607418,0.4492101564523909,0.42119864481228814,0.3775801487970133,0.36487191441816447
7,0.03258591890335083,0.06259739398956299,0.10312002897262573,0.03768807649612427,0.342187381268956,0.5218891114225657,0.3227830933335072,0.5269325158804814,0.03994405269622803,0.221080841440378,0.011124253273010254,0.5419325158804814,0.5373603270084801,0.4718485717322102,0.33062090084957774
10,0.4884214997291565,0.6843430399894714,0.37799960374832153,0.7684865146875381,0.6755308712189322,0.6881392375459451,0.6761983135688332,0.6471412594129318,0.4420057535171509,0.6053628992686978,0.9911004761233926,0.6471412594129318,0.6471412594129318,0.6694893837846848,0.6756608456644285
11,0.911372147500515,0.9622267931699753,0.9765369165688753,0.9456992112100124,0.7077283522598734,0.8846384962103251,0.831377982396358,0.7490008951583966,0.8896340951323509,0.8731349877340757,0.9911004761233926,0.7590008951583965,0.7590008951583966,0.789496539000375,0.8462694989082614
15,0.01478556077927351,0.009308033622801304,0.02482270449399948,0.004049160052090883,0.2336516359264781,0.2159110111337711,0.23417452732648045,0.18462098861683782,0.010303295217454433,0.10351410190768745,0.008899523876607418,0.004049160052090883,0.005226956622156572,0.006083245710422605,0.07412134261466988
17,0.0876113548874855,0.08456727117300034,0.07228544354438782,0.0993487611413002,0.3612672958550411,0.26708576745336177,0.33884431407801,0.2515834649098904,0.09896848350763321,0.1846180173944567,0.008899523876607418,0.12229712307453156,0.10818770703323737,0.16211171004209038,0.17307370241772907
18,0.31349343061447144,0.836471900343895,0.9595549777150154,0.578216552734375,0.4578701148797487,0.6430703523272437,0.5530304959236436,0.5298644962461896,0.5733725726604462,0.6049938770494476,0.9911004761233926,0.5127216391033325,0.524126068066152,0.5314281179680858,0.4619556375788971
20,0.04555324837565422,0.03057638742029667,0.01263804454356432,0.12749312818050385,0.31155049521198436,0.23372174226272666,0.29082237992118587,0.31941088891159,0.31490427255630493,0.18740784304264566,0.008899523876607418,0.12749312818050385,0.12749312818050382,0.1648811357921204,0.23702656776326836
22,0.009905898943543434,0.04090201109647751,0.006285715848207474,0.003559921635314822,0.06716305355610287,0.18854101255448935,0.10635369587571458,0.09967058229432908,0.009326567873358727,0.05907871774194865,0.008899523876607418,0.003923492506146431,0.004681955867757398,0.005380765029536268,0.04522170028120527
